sample	subsample	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
SP00192	0.05	NC_017592.1	1	2036867	18468	837629	41.1234	1.01318	39.3	57.1
SP00192	0.075	NC_017592.1	1	2036867	27769	1100702	54.039	1.52232	39.3	57
SP00192	0.125	NC_017592.1	1	2036867	46289	1437533	70.5757	2.53669	39.3	56.9
SP00192	0.1	NC_017592.1	1	2036867	36816	1286628	63.167	2.01552	39.3	56.9
SP00192	0.25	NC_017592.1	1	2036867	91473	1804871	88.6102	5.00702	39.3	56.8
SP00192	0.5	NC_017592.1	1	2036867	182380	1990700	97.7334	9.96964	39.3	56.8
SP00192	1	NC_017592.1	1	2036867	365039	2032531	99.7871	19.9853	39.3	56.7
SP00193	0.025	NC_017592.1	1	2036867	563	29255	1.43627	0.0268015	39.3	56.5
SP00193	0.05	NC_017592.1	1	2036867	1195	60823	2.98611	0.0567887	39.3	57
SP00193	0.075	NC_017592.1	1	2036867	1784	90067	4.42184	0.0845342	39.3	57.1
SP00193	0.125	NC_017592.1	1	2036867	2956	146409	7.18795	0.140438	39.3	57.1
SP00193	0.1	NC_017592.1	1	2036867	2372	118732	5.82915	0.113231	39.2	57.2
SP00193	0.25	NC_017592.1	1	2036867	5860	275927	13.5466	0.279963	39.3	56.8
SP00193	0.5	NC_017592.1	1	2036867	11856	495105	24.3072	0.570485	39.3	56.6
SP00193	1	NC_017592.1	1	2036867	23966	834649	40.9771	1.15866	39.3	56.7
SP00194	0.025	NC_017592.1	1	2036867	34	1389	0.068193	0.00132704	39.2	60
SP00194	0.05	NC_017592.1	1	2036867	74	3070	0.150722	0.0029403	39.3	56.8
SP00194	0.075	NC_017592.1	1	2036867	121	5176	0.254116	0.00485746	39.2	56
SP00194	0.125	NC_017592.1	1	2036867	220	9381	0.46056	0.00884447	39.2	57
SP00194	0.1	NC_017592.1	1	2036867	169	7432	0.364874	0.00678248	39.3	57.1
SP00194	0.25	NC_017592.1	1	2036867	500	20974	1.02972	0.0201108	39.2	57.6
SP00194	0.5	NC_017592.1	1	2036867	948	39930	1.96036	0.039464	39.3	57.6
SP00194	1	NC_017592.1	1	2036867	1849	77141	3.78724	0.0786914	39.3	57.4
SP00195	0.025	NC_017592.1	1	2036867	4	226	0.0110955	0.000221418	39.8	60
SP00195	0.05	NC_017592.1	1	2036867	10	398	0.0195398	0.000390305	39.6	60
SP00195	0.075	NC_017592.1	1	2036867	16	552	0.0271004	0.000541027	39.6	60
SP00195	0.125	NC_017592.1	1	2036867	16	552	0.0271004	0.000541027	39.6	60
SP00195	0.1	NC_017592.1	1	2036867	16	552	0.0271004	0.000541027	39.6	60
SP00195	0.25	NC_017592.1	1	2036867	34	1166	0.0572448	0.00113508	39.4	60
SP00195	0.5	NC_017592.1	1	2036867	70	2211	0.108549	0.00240222	39	60
SP00195	1	NC_017592.1	1	2036867	138	4329	0.212532	0.00459627	39.2	59.1
SP00196	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00196	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00196	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00196	0.125	NC_017592.1	1	2036867	2	42	0.00206199	4.12E-05	40	47.5
SP00196	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00196	0.25	NC_017592.1	1	2036867	2	42	0.00206199	4.12E-05	40	47.5
SP00196	0.5	NC_017592.1	1	2036867	2	42	0.00206199	4.12E-05	40	47.5
SP00196	1	NC_017592.1	1	2036867	4	108	0.00530226	0.000105554	40	53.8
SP00197	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	0.5	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00197	1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	0.5	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00198	1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	0.5	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00199	1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00200	0.025	NC_017592.1	1	2036867	19123	885369	43.4672	1.02554	39.3	56.1
SP00200	0.05	NC_017592.1	1	2036867	38843	1341690	65.8703	2.07664	39.3	56.1
SP00200	0.075	NC_017592.1	1	2036867	58105	1585517	77.841	3.10477	39.3	56
SP00200	0.125	NC_017592.1	1	2036867	96028	1809691	88.8468	5.13219	39.3	56
SP00200	0.1	NC_017592.1	1	2036867	77110	1725428	84.7099	4.12069	39.3	56
SP00200	0.25	NC_017592.1	1	2036867	192174	1939651	95.2272	10.2786	39.3	56.1
SP00200	0.5	NC_017592.1	1	2036867	384786	1963046	96.3758	20.5724	39.3	56.1
SP00200	1	NC_017592.1	1	2036867	766940	1971726	96.8019	40.9535	39.3	56.1
SP00202	0.025	NC_017592.1	1	2036867	240	11341	0.556786	0.0105574	39.4	56.5
SP00202	0.05	NC_017592.1	1	2036867	432	18434	0.905017	0.0173664	39.4	55.7
SP00202	0.075	NC_017592.1	1	2036867	662	28447	1.39661	0.0268069	39.4	55.1
SP00202	0.125	NC_017592.1	1	2036867	1110	46871	2.30113	0.0445444	39.4	54.5
SP00202	0.1	NC_017592.1	1	2036867	902	38514	1.89085	0.0362473	39.4	54.7
SP00202	0.25	NC_017592.1	1	2036867	2271	92564	4.54443	0.0911306	39.3	55.6
SP00202	0.5	NC_017592.1	1	2036867	4583	177718	8.72507	0.182994	39.3	55.9
SP00202	1	NC_017592.1	1	2036867	9155	322427	15.8296	0.368204	39.3	56.3
SP00203	0.025	NC_017592.1	1	2036867	2	48	0.00235656	4.71E-05	40	60
SP00203	0.05	NC_017592.1	1	2036867	4	202	0.00991719	0.000195398	39.9	60
SP00203	0.075	NC_017592.1	1	2036867	6	251	0.0123228	0.000243511	39.9	60
SP00203	0.125	NC_017592.1	1	2036867	6	251	0.0123228	0.000243511	39.9	60
SP00203	0.1	NC_017592.1	1	2036867	6	251	0.0123228	0.000243511	39.9	60
SP00203	0.25	NC_017592.1	1	2036867	10	329	0.0161523	0.000319118	39.2	60
SP00203	0.5	NC_017592.1	1	2036867	14	402	0.0197362	0.000390796	39.2	60
SP00203	1	NC_017592.1	1	2036867	28	606	0.0297516	0.000649036	39.3	60
SP00204	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00204	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00204	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00204	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00204	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00204	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00204	0.5	NC_017592.1	1	2036867	2	302	0.0148267	0.000148267	37.3	60
SP00204	1	NC_017592.1	1	2036867	2	302	0.0148267	0.000148267	37.3	60
SP00205	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00205	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00205	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00205	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00205	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00205	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00205	0.5	NC_017592.1	1	2036867	2	35	0.00171833	3.34E-05	40	60
SP00205	1	NC_017592.1	1	2036867	2	35	0.00171833	3.34E-05	40	60
SP00206	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	0.5	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00206	1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	0.5	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00207	1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.025	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.05	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.075	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.125	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.1	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.25	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	0.5	NC_017592.1	1	2036867	0	0	0	0	0	0
SP00208	1	NC_017592.1	1	2036867	0	0	0	0	0	0
